Value,"County, State"
310000.0,"Dallas, TX"
274470.0,"Tarrant, TX"
247990.0,"Bexar, TX"
384342.0,"Travis, TX"
219400.0,"Atascosa, TX"
189000.0,"Polk, TX"
308795.0,"Medina, TX"
180000.0,"El Paso, TX"
280610.0,"Hood, TX"
275000.0,"Real, TX"
190000.0,"Hidalgo, TX"
227000.0,"Navarro, TX"
185000.0,"Val Verde, TX"
356250.0,"Kerr, TX"
349900.0,"Denton, TX"
150000.0,"Sutton, TX"
319000.0,"Fort Bend, TX"
182500.0,"Lamar, TX"
299900.0,"Montgomery, TX"
334950.0,"Wise, TX"
125000.0,"Zapata, TX"
369990.0,"Collin, TX"
185000.0,"Jefferson, TX"
207127.5,"San Patricio, TX"
115000.0,"Starr, TX"
203700.0,"Taylor, TX"
234945.0,"Hunt, TX"
194900.0,"Sabine, TX"
189900.0,"Angelina, TX"
129250.0,"Wichita, TX"
232750.0,"Brewster, TX"
214950.0,"Victoria, TX"
240900.0,"Ward, TX"
174950.0,"Marion, TX"
88500.0,"Runnels, TX"
260000.0,"Guadalupe, TX"
359000.0,"Blanco, TX"
159900.0,"Potter, TX"
85000.0,"Mitchell, TX"
189900.0,"Bowie, TX"
239493.5,"Grayson, TX"
329900.0,"Wilson, TX"
224000.0,"Randall, TX"
263990.0,"Kaufman, TX"
347900.0,"Parker, TX"
338000.0,"Comal, TX"
209000.0,"Tom Green, TX"
181500.0,"Gregg, TX"
178500.0,"Orange, TX"
244950.0,"Henderson, TX"
319900.0,"Rockwall, TX"
189583.0,"Webb, TX"
212667.5,"McLennan, TX"
259000.0,"Smith, TX"
142200.0,"Terry, TX"
253000.0,"Brazos, TX"
199900.0,"Nacogdoches, TX"
199999.0,"Harrison, TX"
332450.0,"Presidio, TX"
129900.0,"McCulloch, TX"
236691.0,"Walker, TX"
295000.0,"Somervell, TX"
168500.0,"Hamilton, TX"
309999.0,"Hays, TX"
265000.0,"Johnson, TX"
299000.0,"Ellis, TX"
279990.0,"Bastrop, TX"
149000.0,"San Augustine, TX"
255000.0,"Ector, TX"
339888.0,"Midland, TX"
168855.0,"Coryell, TX"
175000.0,"Live Oak, TX"
208995.0,"Liberty, TX"
77200.0,"Coleman, TX"
115950.0,"Morris, TX"
360000.0,"Burnet, TX"
230000.0,"Calhoun, TX"
499995.0,"Llano, TX"
369000.0,"Fayette, TX"
269000.0,"Erath, TX"
146111.0,"Cass, TX"
178680.0,"Hill, TX"
189900.0,"Leon, TX"
253486.0,"Caldwell, TX"
176250.0,"De Witt, TX"
149900.0,"Brown, TX"
283900.0,"Cooke, TX"
374375.0,"Austin, TX"
150950.0,"Bee, TX"
155000.0,"Howard, TX"
125000.0,"Kleberg, TX"
168000.0,"Upshur, TX"
128000.0,"Scurry, TX"
234500.0,"Milam, TX"
199900.0,"Panola, TX"
286600.0,"Chambers, TX"
149500.0,"Shelby, TX"
354500.0,"Palo Pinto, TX"
142500.0,"Young, TX"
269900.0,"Robertson, TX"
159950.0,"Jasper, TX"
117000.0,"Hale, TX"
219000.0,"Bosque, TX"
250500.0,"Grimes, TX"
236500.0,"Uvalde, TX"
209000.0,"Matagorda, TX"
289000.0,"Lavaca, TX"
183375.0,"San Jacinto, TX"
229900.0,"Lampasas, TX"
179000.0,"Montague, TX"
190000.0,"Freestone, TX"
185000.0,"Hopkins, TX"
477000.0,"Gillespie, TX"
350000.0,"Bandera, TX"
142000.0,"Pecos, TX"
274495.0,"Aransas, TX"
428950.0,"Kendall, TX"
195000.0,"Willacy, TX"
85900.0,"Hutchinson, TX"
267737.0,"Colorado, TX"
110000.0,"Gray, TX"
134500.0,"Tyler, TX"
131000.0,"Hockley, TX"
198000.0,"Wharton, TX"
224900.0,"Wood, TX"
299900.0,"Washington, TX"
143375.0,"Limestone, TX"
145000.0,"Moore, TX"
209000.0,"Houston, TX"
239000.0,"Titus, TX"
200000.0,"Fannin, TX"
232000.0,"Gaines, TX"
179000.0,"Jim Wells, TX"
366900.0,"Utah, UT"
200000.0,"Uintah, UT"
319900.0,"Tooele, UT"
284900.0,"Weber, UT"
255000.0,"Iron, UT"
1100000.0,"Summit, UT"
299000.0,"Kane, UT"
304500.0,"Cache, UT"
199000.0,"Duchesne, UT"
249000.0,"Sanpete, UT"
270000.0,"Garfield, UT"
380500.0,"Washington, UT"
299000.0,"Box Elder, UT"
390000.0,"Salt Lake, UT"
665000.0,"Wasatch, UT"
139126.5,"Carbon, UT"
374900.0,"Davis, UT"
169700.0,"Mecklenburg, VA"
202450.0,"Cumberland, VA"
124997.5,"Russell, VA"
242500.0,"Caroline, VA"
364925.0,"Hanover, VA"
179900.0,"Colonial Heights City, VA"
329000.0,"Middlesex, VA"
170450.0,"Lynchburg City, VA"
290000.0,"Suffolk City, VA"
132500.0,"Smyth, VA"
211450.0,"Essex, VA"
235500.0,"Roanoke, VA"
195000.0,"Amherst, VA"
112471.5,"Petersburg City, VA"
310990.0,"Frederick, VA"
159000.0,"Carroll, VA"
229900.0,"Westmoreland, VA"
399000.0,"Lancaster, VA"
283500.0,"Rockingham, VA"
245000.0,"Montgomery, VA"
164900.0,"Portsmouth City, VA"
163750.0,"Wythe, VA"
144888.0,"Roanoke City, VA"
484990.0,"Albemarle, VA"
320000.0,"Greene, VA"
220700.0,"Shenandoah, VA"
150000.0,"Patrick, VA"
220000.0,"Norfolk City, VA"
209000.0,"Page, VA"
125000.0,"Buena Vista City, VA"
199450.0,"Staunton City, VA"
289970.0,"Henrico, VA"
569900.0,"Loudoun, VA"
349900.0,"King George, VA"
329925.0,"Chesterfield, VA"
164400.0,"Prince Edward, VA"
244000.0,"Lexington City, VA"
409994.5,"Prince William, VA"
316900.0,"Virginia Beach City, VA"
124950.0,"Hopewell City, VA"
394500.0,"Bath, VA"
629900.0,"Fairfax City, VA"
317500.0,"Rockbridge, VA"
215000.0,"Waynesboro City, VA"
275000.0,"Highland, VA"
445000.0,"Goochland, VA"
616749.5,"Fairfax, VA"
125000.0,"Scott, VA"
325475.0,"New Kent, VA"
140000.0,"Galax City, VA"
399250.0,"Fredericksburg City, VA"
324900.0,"Spotsylvania, VA"
200000.0,"Richmond, VA"
196300.0,"Southampton, VA"
384975.0,"Powhatan, VA"
399900.0,"Stafford, VA"
199900.0,"Dinwiddie, VA"
300000.0,"Mathews, VA"
185000.0,"Hampton City, VA"
639000.0,"Alexandria City, VA"
199900.0,"Surry, VA"
176250.0,"Franklin City, VA"
249900.0,"Winchester City, VA"
264960.0,"Fluvanna, VA"
85450.0,"Lee, VA"
214975.0,"Salem City, VA"
190950.0,"Newport News City, VA"
489900.0,"Rappahannock, VA"
274500.0,"Richmond City, VA"
699900.0,"Arlington, VA"
325000.0,"Chesapeake City, VA"
264950.0,"Botetourt, VA"
138000.0,"Giles, VA"
127900.0,"Bristol City, VA"
275000.0,"Augusta, VA"
287500.0,"Gloucester, VA"
107500.0,"Martinsville City, VA"
299900.0,"Louisa, VA"
141250.0,"Radford City, VA"
197200.0,"Campbell, VA"
234900.0,"Washington, VA"
359900.0,"Franklin, VA"
119450.0,"Halifax, VA"
295000.0,"Madison, VA"
239900.0,"Prince George, VA"
117000.0,"Lunenburg, VA"
339900.0,"Isle of Wight, VA"
254500.0,"Amelia, VA"
159900.0,"Pittsylvania, VA"
179000.0,"Charlotte, VA"
131000.0,"Alleghany, VA"
484900.0,"Fauquier, VA"
259900.0,"Warren, VA"
424900.0,"Clarke, VA"
169000.0,"Grayson, VA"
97250.0,"Danville City, VA"
194425.0,"Floyd, VA"
459450.0,"Charlottesville City, VA"
115000.0,"Wise, VA"
311000.0,"Nelson, VA"
193200.0,"Appomattox, VA"
138500.0,"Tazewell, VA"
154950.0,"Nottoway, VA"
335000.0,"Culpeper, VA"
95000.0,"Dickenson, VA"
226000.0,"Harrisonburg City, VA"
297450.0,"Manassas Park City, VA"
227000.0,"King William, VA"
326790.0,"Williamsburg City, VA"
340336.0,"Manassas City, VA"
320000.0,"York, VA"
100000.0,"Henry, VA"
160000.0,"Pulaski, VA"
290000.0,"Bedford, VA"
279000.0,"Orange, VA"
399000.0,"Poquoson City, VA"
793000.0,"Falls Church City, VA"
189950.0,"Accomack, VA"
139900.0,"Buckingham, VA"
350000.0,"James City, VA"
339700.0,"Northumberland, VA"
312500.0,"Northampton, VA"
375000.0,"Saint Thomas, VI"
286500.0,"Addison, VT"
287500.0,"Washington, VT"
279000.0,"Windham, VT"
205000.0,"Orleans, VT"
235000.0,"Orange, VT"
315000.0,"Bennington, VT"
325000.0,"Windsor, VT"
371950.0,"Chittenden, VT"
145000.0,"Essex, VT"
322000.0,"Grand Isle, VT"
319000.0,"Lamoille, VT"
195000.0,"Caledonia, VT"
245000.0,"Franklin, VT"
220000.0,"Rutland, VT"
357000.0,"Clallam, WA"
225000.0,"Pacific, WA"
176950.0,"Adams, WA"
292500.0,"Wahkiakum, WA"
269900.0,"Lewis, WA"
389000.0,"Klickitat, WA"
700000.0,"San Juan, WA"
299000.0,"Spokane, WA"
359000.0,"Chelan, WA"
272000.0,"Okanogan, WA"
409974.5,"Kitsap, WA"
266950.0,"Yakima, WA"
294900.0,"Franklin, WA"
424900.0,"Clark, WA"
422500.0,"Skamania, WA"
354450.0,"Douglas, WA"
334900.0,"Benton, WA"
427000.0,"Island, WA"
400000.0,"Whatcom, WA"
339894.0,"Thurston, WA"
274900.0,"Whitman, WA"
395000.0,"Kittitas, WA"
438950.0,"Jefferson, WA"
289450.0,"Mason, WA"
214900.0,"Grays Harbor, WA"
239000.0,"Asotin, WA"
230000.0,"Stevens, WA"
373843.5,"Pierce, WA"
635000.0,"King, WA"
310000.0,"Walla Walla, WA"
489000.0,"Snohomish, WA"
394500.0,"Skagit, WA"
200000.0,"Lincoln, WA"
285000.0,"Cowlitz, WA"
249900.0,"Grant, WA"
204900.0,"Eau Claire, WI"
134900.0,"Ashland, WI"
139900.0,"Marquette, WI"
235000.0,"Columbia, WI"
170000.0,"Milwaukee, WI"
229900.0,"Sauk, WI"
220000.0,"Racine, WI"
149900.0,"Waushara, WI"
139000.0,"Shawano, WI"
159900.0,"Oconto, WI"
349900.0,"Waukesha, WI"
255000.0,"Pierce, WI"
179000.0,"Iron, WI"
229950.0,"Calumet, WI"
119900.0,"Price, WI"
149900.0,"Jackson, WI"
183600.0,"Barron, WI"
229500.0,"Iowa, WI"
179800.0,"Dodge, WI"
194900.0,"Portage, WI"
219900.0,"Brown, WI"
134900.0,"Wood, WI"
199950.0,"Vernon, WI"
196200.0,"Chippewa, WI"
235000.0,"Washburn, WI"
198500.0,"Burnett, WI"
159900.0,"Grant, WI"
146500.0,"Rusk, WI"
167450.0,"Kewaunee, WI"
269900.0,"Vilas, WI"
143950.0,"Langlade, WI"
159000.0,"Taylor, WI"
209900.0,"Outagamie, WI"
335000.0,"Dane, WI"
169900.0,"Douglas, WI"
149950.0,"Juneau, WI"
189000.0,"Dunn, WI"
369950.0,"Ozaukee, WI"
223900.0,"Green Lake, WI"
299900.0,"Door, WI"
169900.0,"Marathon, WI"
287900.0,"Washington, WI"
149950.0,"Buffalo, WI"
129900.0,"Marinette, WI"
140000.0,"Adams, WI"
299900.0,"Saint Croix, WI"
134900.0,"Forest, WI"
199900.0,"Oneida, WI"
152500.0,"Fond du Lac, WI"
189900.0,"Sheboygan, WI"
215000.0,"Polk, WI"
129000.0,"Clark, WI"
299500.0,"Walworth, WI"
244900.0,"Sawyer, WI"
167000.0,"Waupaca, WI"
179250.0,"Winnebago, WI"
149900.0,"Crawford, WI"
229900.0,"Kenosha, WI"
219000.0,"Bayfield, WI"
174950.0,"Monroe, WI"
142500.0,"Manitowoc, WI"
189900.0,"Trempealeau, WI"
159950.0,"Lincoln, WI"
232500.0,"La Crosse, WI"
189000.0,"Rock, WI"
235000.0,"Jefferson, WI"
109500.0,"Wayne, WV"
139000.0,"Ohio, WV"
115000.0,"Marshall, WV"
105500.0,"Roane, WV"
94900.0,"Fayette, WV"
144500.0,"Raleigh, WV"
164450.0,"Grant, WV"
160000.0,"Lewis, WV"
85000.0,"Mingo, WV"
119500.0,"Mason, WV"
229000.0,"Putnam, WV"
153000.0,"Monroe, WV"
159900.0,"Marion, WV"
154900.0,"Mineral, WV"
139000.0,"Pocahontas, WV"
134950.0,"Wetzel, WV"
185000.0,"Greenbrier, WV"
159900.0,"Jackson, WV"
132400.0,"Cabell, WV"
265000.0,"Monongalia, WV"
126500.0,"Mercer, WV"
140000.0,"Randolph, WV"
142000.0,"Wood, WV"
219900.0,"Berkeley, WV"
100000.0,"Logan, WV"
200000.0,"Morgan, WV"
146950.0,"Summers, WV"
164500.0,"Harrison, WV"
139900.0,"Kanawha, WV"
133950.0,"Pendleton, WV"
94500.0,"Hancock, WV"
151950.0,"Hardy, WV"
160500.0,"Preston, WV"
199000.0,"Hampshire, WV"
135500.0,"Nicholas, WV"
298500.0,"Jefferson, WV"
159000.0,"Upshur, WV"
199900.0,"Uinta, WY"
260000.0,"Sublette, WY"
269900.0,"Crook, WY"
175900.0,"Carbon, WY"
360000.0,"Lincoln, WY"
225450.0,"Fremont, WY"
182450.0,"Weston, WY"
154900.0,"Washakie, WY"
161750.0,"Goshen, WY"
216900.0,"Natrona, WY"
248000.0,"Johnson, WY"
235000.0,"Sweetwater, WY"
350000.0,"Park, WY"
1662500.0,"Teton, WY"
229925.0,"Converse, WY"
265000.0,"Albany, WY"
229000.0,"Campbell, WY"
190000.0,"Platte, WY"
161250.0,"Hot Springs, WY"
275000.0,"Sheridan, WY"
296450.0,"Laramie, WY"
