RegionName,State,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09
Santa Cruz ,AZ,168000.0,159900.0,159900.0,159950.0,159900.0,159000.0,158950.0,158900.0,164950.0,166900.0,170140.0,189000.0,175000.0,177000.0,165000.0,164900.0,164200.0,167450.0,165750.0,163700.0,159950.0,159000.0,159900.0,164900.0,165000.0,154700.0,144900.0,161450.0,169450.0,160000.0,169450.0,174700.0,178900.0,179000.0,189700.0,189900.0,189900.0,189000.0,190000.0,197750.0,199450.0,196000.0,190000.0,189500.0,198000.0,198000.0,198000.0,190075.0,189000.0,189900.0,195750.0,198000.0,215000.0,215000.0,202450.0,215000.0,210000.0,199900.0,199900.0,220000.0,229375.0,202450.0,229000.0,239000.0,220000.0,227000.0,229450.0,219900.0,230000.0,239000.0,239000.0,239950.0,239450.0,229450.0,225000.0,232900.0,247000.0,240000.0,239000.0,227450.0,229000.0,238500.0,224000.0,227900.0,247000.0,238000.0,244900.0,239450.0,231250.0,240000.0,239500.0,239000.0,249000.0,239500.0,249000.0,250000.0,249000.0,255000.0,260000.0,265000.0,259500.0,250000.0,258750.0,255750.0,249950.0,259450.0,267000.0,259900.0,260000.0,275000.0,275000.0,289900.0,280000.0,272000.0,262200.0,250000.0,259900.0
Mohave ,AZ,159900.0,155000.0,155000.0,155000.0,159000.0,150786.5,150000.0,149900.0,151650.0,150000.0,150000.0,149900.0,148900.0,142825.0,147500.0,149000.0,149900.0,144900.0,139900.0,139000.0,139900.0,139250.0,136000.0,129900.0,132000.0,135000.0,132800.0,129900.0,129900.0,129900.0,134000.0,131450.0,130450.0,138995.0,145000.0,149900.0,157900.0,159900.0,159900.0,162950.0,167450.0,165000.0,165950.0,167175.0,169900.0,172900.0,169900.0,174000.0,174950.0,173700.0,178000.0,179500.0,178000.0,180000.0,184999.5,184900.0,184900.0,184900.0,179900.0,184999.5,184900.0,185000.0,179950.0,185000.0,187000.0,185900.0,185000.0,184900.0,185364.0,189150.0,194550.0,189000.0,189900.0,189900.0,193497.0,199000.0,199900.0,204900.0,200000.0,199900.0,199900.0,204950.0,199999.5,210000.0,214400.0,217248.0,219900.0,219500.0,222000.0,225000.0,225000.0,224500.0,225000.0,227000.0,232450.0,232500.0,229900.0,249900.0,239900.0,249900.0,249900.0,255000.0,249600.0,249900.0,249904.0,259000.0,259900.0,259900.0,259900.0,264000.0,264900.0,265000.0,269900.0,269900.0,269900.0,269900.0,271900.0
Yavapai ,AZ,260000.0,249900.0,249900.0,248800.0,248900.0,239900.0,239000.0,244947.5,239500.0,225000.0,227000.0,224900.0,216950.0,210000.0,216500.0,219000.0,219900.0,220000.0,219900.0,219000.0,217900.0,215000.0,210000.0,209250.0,209900.0,209900.0,214900.0,214950.0,215000.0,215000.0,212700.0,209775.0,207900.0,199900.0,209900.0,207500.0,212000.0,224900.0,229000.0,238900.0,237000.0,239000.0,240000.0,245000.0,249527.0,259000.0,269000.0,269000.0,269000.0,270031.0,270000.0,278900.0,285000.0,288400.0,279900.0,279000.0,279000.0,272000.0,269900.0,270000.0,273250.0,269500.0,273250.0,279000.0,285000.0,285000.0,285000.0,279900.0,280000.0,284900.0,285000.0,280000.0,282490.0,285000.0,293800.0,299900.0,299999.0,300000.0,299900.0,300000.0,312041.0,322385.0,324900.0,324900.0,324900.0,325000.0,329500.0,338700.0,339500.0,345000.0,345000.0,345000.0,349900.0,349900.0,359000.0,362753.0,359000.0,350000.0,349900.0,356500.0,365000.0,360000.0,363890.0,361950.0,365450.0,369000.0,365000.0,369000.0,369900.0,370000.0,369999.0,378750.0,379950.0,379000.0,379000.0,385000.0,394000.0
Gila ,AZ,265000.0,257000.0,249500.0,245000.0,245000.0,239900.0,248450.0,239000.0,235000.0,229000.0,230000.0,229000.0,219000.0,211000.0,212000.0,210000.0,209000.0,209000.0,199900.0,199900.0,199000.0,198000.0,198800.0,189900.0,193000.0,197000.0,199900.0,209000.0,200000.0,199900.0,199500.0,197900.0,195000.0,198400.0,197000.0,184900.0,180000.0,187500.0,185000.0,198000.0,214500.0,214950.0,218000.0,210000.0,210000.0,203000.0,203000.0,203000.0,199694.0,197500.0,199900.0,207000.0,214000.0,219000.0,225000.0,229500.0,235000.0,237500.0,229900.0,239000.0,234400.0,239000.0,248950.0,249900.0,249900.0,255000.0,250000.0,249900.0,246000.0,245000.0,242450.0,232000.0,228750.0,225000.0,247500.0,249900.0,259000.0,256250.0,257500.0,259000.0,264900.0,259900.0,249900.0,257000.0,249950.0,259950.0,249900.0,259900.0,267450.0,277500.0,283650.0,279900.0,279000.0,276900.0,269000.0,267000.0,269000.0,279000.0,279500.0,279250.0,289999.5,286500.0,299000.0,299900.0,299900.0,299500.0,299000.0,299900.0,299250.0,299900.0,299949.5,305900.0,299900.0,299900.0,299000.0,299700.0,299250.0
Mendocino ,CA,395000.0,418750.0,429000.0,399000.0,392500.0,395000.0,385000.0,375000.0,349900.0,349900.0,358900.0,390000.0,393500.0,374900.0,367500.0,365000.0,369000.0,367500.0,369950.0,369000.0,369950.0,369500.0,369000.0,374900.0,374500.0,369500.0,366750.0,375000.0,385000.0,385250.0,385000.0,380000.0,389000.0,375000.0,396500.0,395000.0,385000.0,382450.0,395000.0,398000.0,399450.0,399000.0,409000.0,405000.0,414000.0,425000.0,435000.0,439000.0,410000.0,392000.0,410000.0,410000.0,424750.0,413500.0,399000.0,399900.0,399000.0,389000.0,380000.0,380000.0,399000.0,410000.0,429000.0,425000.0,427000.0,439000.0,470000.0,455000.0,460000.0,449000.0,450000.0,470000.0,459061.0,450000.0,450000.0,450000.0,456500.0,479000.0,474900.0,475000.0,489000.0,499000.0,500000.0,525000.0,525000.0,525000.0,500000.0,499000.0,520000.0,525000.0,520000.0,499000.0,499000.0,510000.0,536900.0,515000.0,539995.0,539954.5,529000.0,512000.0,499000.0,527000.0,549000.0,550000.0,550000.0,549500.0,551150.0,535000.0,535000.0,525000.0,527000.0,545000.0,530000.0,518000.0,515420.0,516000.0,520000.0
Nevada ,CA,419000.0,415000.0,399000.0,399000.0,399900.0,419000.0,399900.0,399000.0,399000.0,398776.5,395000.0,364707.0,359000.0,350000.0,356500.0,350000.0,355000.0,375000.0,377500.0,365000.0,359910.0,350000.0,329000.0,319450.0,309000.0,309450.0,300000.0,325000.0,329000.0,340000.0,349000.0,345000.0,345000.0,345000.0,350000.0,339000.0,349000.0,354500.0,365250.0,374900.0,387000.0,399000.0,399000.0,396000.0,390500.0,389900.0,389900.0,379900.0,369000.0,369000.0,384500.0,395000.0,419000.0,419900.0,419000.0,419000.0,419000.0,406000.0,400000.0,407500.0,417000.0,415000.0,425000.0,429000.0,425000.0,429000.0,439500.0,439000.0,449000.0,449900.0,449950.0,449900.0,449000.0,437500.0,449000.0,449250.0,469000.0,494000.0,499000.0,509000.0,510000.0,509500.0,499000.0,499000.0,504250.0,509250.0,499975.0,518000.0,499975.0,515000.0,525000.0,532500.0,525000.0,508500.0,525000.0,529000.0,519000.0,525000.0,539000.0,529500.0,525000.0,525000.0,515000.0,499000.0,499000.0,498000.0,485000.0,475000.0,470000.0,492250.0,489725.0,511900.0,499950.0,514950.0,515000.0,510000.0,500000.0
Humboldt ,CA,299000.0,305000.0,299950.0,299500.0,300000.0,299500.0,299700.0,299000.0,297792.0,289950.0,285000.0,279999.5,279450.0,259900.0,270000.0,269000.0,269000.0,274500.0,275000.0,269900.0,269900.0,270000.0,265000.0,258000.0,255000.0,249900.0,249500.0,251000.0,264950.0,275000.0,275000.0,274500.0,271000.0,259000.0,259926.0,250000.0,249900.0,260000.0,268800.0,275000.0,279000.0,279000.0,275000.0,280200.0,289000.0,289000.0,275000.0,275000.0,279000.0,279450.0,275000.0,284950.0,289991.0,296000.0,295000.0,280000.0,285000.0,279000.0,278500.0,274900.0,271500.0,269995.0,275000.0,284500.0,282250.0,279500.0,279950.0,280200.0,285000.0,286450.0,297250.0,299000.0,298000.0,289000.0,284900.0,289900.0,306950.0,314000.0,319000.0,329500.0,329000.0,322450.0,315148.5,325000.0,329000.0,329000.0,329250.0,345000.0,365000.0,365000.0,362000.0,364950.0,372250.0,379000.0,386000.0,395000.0,395500.0,379950.0,379674.5,395000.0,379000.0,375000.0,379000.0,379000.0,379900.0,369250.0,369300.0,375000.0,375000.0,350000.0,372000.0,375000.0,375000.0,378900.0,374900.0,375000.0,370000.0
Napa ,CA,575000.0,540000.0,499950.0,527000.0,525000.0,559000.0,549000.0,540750.0,539000.0,524900.0,529000.0,499000.0,499900.0,469000.0,449000.0,475000.0,479000.0,495000.0,499000.0,519000.0,495000.0,511000.0,497500.0,495000.0,479900.0,481700.0,474500.0,479000.0,499000.0,549000.0,539000.0,550000.0,575000.0,575000.0,589000.0,579000.0,572000.0,595000.0,579000.0,625000.0,685000.0,694999.5,689000.0,676450.0,676450.0,659000.0,699000.0,697000.0,649500.0,695000.0,715000.0,723500.0,695000.0,695000.0,686500.0,692000.0,699000.0,685000.0,660000.0,650000.0,629000.0,640950.0,664900.0,695000.0,697451.0,693500.0,725000.0,714750.0,749900.0,732500.0,725000.0,699000.0,699000.0,679000.0,679000.0,699950.0,726475.0,742500.0,739000.0,729000.0,739000.0,749000.0,759000.0,799000.0,749000.0,749000.0,749000.0,749000.0,769000.0,749000.0,754000.0,769500.0,788500.0,789000.0,789000.0,752000.0,739000.0,725000.0,749944.0,785500.0,839000.0,829450.0,782000.0,799000.0,804000.0,825000.0,799475.0,799000.0,749997.0,779000.0,799950.0,839450.0,849000.0,829250.0,799500.0,799000.0,825000.0
Solano ,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310000.0,316000.0,326000.0,319995.0,325000.0,326650.0,345000.0,342000.0,349000.0,340000.0,340000.0,341750.0,340000.0,344245.0,348500.0,339700.0,359500.0,359000.0,360000.0,369000.0,370000.0,379000.0,379000.0,385000.0,379000.0,384500.0,389000.0,390000.0,380000.0,386475.0,399900.0,400000.0,407000.0,410000.0,410000.0,410000.0,414950.0,409000.0,400000.0,407000.0,410000.0,409998.0,420000.0,425000.0,435000.0,435925.0,429925.0,429900.0,426990.0,425000.0,430000.0,440000.0,450000.0,448000.0,449994.5,450000.0,455000.0,459000.0,449888.0,441900.0,439000.0,439947.5,436250.0,435944.0,445200.0,450000.0,460000.0,459925.0,467513.0,468990.0,467950.0,465000.0
Sutter ,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225000.0,229750.0,230000.0,230000.0,233250.0,229900.0,234900.0,234000.0,229950.0,245000.0,240000.0,239950.0,239950.0,241750.0,239900.0,241750.0,254950.0,248450.0,249900.0,250000.0,249995.0,253800.0,249000.0,249900.0,254950.0,255000.0,245000.0,249900.0,244950.0,255000.0,257700.0,265000.0,269900.0,269500.0,274500.0,275000.0,275000.0,268888.0,255000.0,259900.0,265000.0,263500.0,275000.0,287000.0,284900.0,280000.0,289000.0,299000.0,295000.0,295000.0,295000.0,296900.0,309000.0,315000.0,317000.0,319900.0,320000.0,322450.0,324900.0,319900.0,309900.0,303000.0,305000.0,299250.0,308450.0,315000.0,319900.0,320000.0,329900.0,329450.0,329000.0,329900.0
Placer ,CA,339900.0,330000.0,329900.0,325000.0,325000.0,329970.0,320000.0,320000.0,325000.0,319500.0,309990.0,299950.0,299000.0,270000.0,279550.0,274500.0,279000.0,279000.0,282900.0,289950.0,299900.0,299900.0,300350.0,299295.0,292000.0,299000.0,300000.0,310000.0,320000.0,324945.0,339000.0,350000.0,360000.0,371170.5,375000.0,369950.0,380000.0,390000.0,399990.0,407500.0,425000.0,429000.0,435000.0,429250.0,427000.0,429990.0,430000.0,428200.0,435000.0,439900.0,445000.0,439850.0,439950.0,449000.0,449825.0,449000.0,449950.0,439900.0,439890.0,420000.0,435695.0,438570.0,439990.0,449000.0,450000.0,455000.0,459000.0,459350.0,459970.0,464900.0,465000.0,469000.0,474999.0,475934.5,484445.0,496000.0,499990.0,499990.0,499950.0,499900.0,499999.0,499000.0,499000.0,499500.0,505990.0,500450.0,515495.0,509900.0,510000.0,512000.0,500000.0,499999.0,500000.0,509000.0,509250.0,519000.0,519900.0,515000.0,517995.0,524900.0,527995.0,529990.0,528995.0,529500.0,535000.0,535850.0,530000.0,535000.0,529000.0,530000.0,535000.0,539000.0,544995.0,549000.0,545000.0,540000.0,548000.0
Modoc ,CA,149000.0,149000.0,140000.0,149000.0,140000.0,143950.0,140000.0,139950.0,139700.0,135000.0,139250.0,135000.0,135000.0,135000.0,139000.0,125000.0,125000.0,137500.0,130800.0,129000.0,129500.0,129500.0,125000.0,130000.0,125000.0,129000.0,129000.0,129900.0,132000.0,132000.0,130000.0,129000.0,129450.0,129450.0,129000.0,129450.0,129950.0,134000.0,134000.0,128000.0,129950.0,129000.0,128400.0,126500.0,125000.0,120000.0,120000.0,119500.0,116000.0,119900.0,120000.0,124249.5,121500.0,120000.0,120000.0,127500.0,135000.0,132500.0,137000.0,139450.0,139450.0,142000.0,143500.0,142000.0,142750.0,153000.0,152450.0,150000.0,150000.0,149450.0,149000.0,142750.0,143000.0,159000.0,154500.0,154500.0,168750.0,162500.0,159500.0,146450.0,142500.0,141000.0,140000.0,149500.0,159500.0,149700.0,149700.0,142500.0,138750.0,138750.0,154450.0,144750.0,147500.0,165000.0,165000.0,147500.0,142500.0,135000.0,138500.0,125000.0,125000.0,145000.0,156000.0,152500.0,155000.0,168000.0,172000.0,169000.0,175000.0,168000.0,165000.0,165000.0,172000.0,170000.0,169750.0,175000.0,172500.0
Mono ,CA,425000.0,459000.0,460000.0,459900.0,449000.0,439000.0,444000.0,454450.0,449000.0,425000.0,399000.0,399000.0,404000.0,399000.0,395000.0,389000.0,398000.0,399000.0,389000.0,387000.0,392400.0,379000.0,389000.0,382450.0,369900.0,359000.0,364950.0,377000.0,389000.0,369000.0,370000.0,349000.0,349000.0,365000.0,397000.0,395000.0,376250.0,381250.0,347900.0,348500.0,349500.0,349900.0,391500.0,395000.0,369000.0,399000.0,399900.0,399000.0,399000.0,395000.0,398000.0,399000.0,389950.0,389450.0,399900.0,389500.0,399000.0,397000.0,399000.0,414500.0,399900.0,399900.0,399000.0,398500.0,398500.0,389000.0,389000.0,379900.0,379900.0,389000.0,394900.0,399000.0,399999.0,432500.0,446500.0,439900.0,425000.0,432450.0,439250.0,449000.0,465000.0,449000.0,466500.0,470450.0,497000.0,499000.0,499750.0,489500.0,480000.0,499000.0,499450.0,539000.0,529500.0,499000.0,489000.0,514900.0,479000.0,449000.0,499000.0,506950.0,499000.0,489000.0,525000.0,499000.0,498000.0,509000.0,532500.0,519000.0,519000.0,549000.0,547000.0,549000.0,529000.0,550000.0,549999.0,525000.0,499000.0
Yuba ,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231500.0,244900.0,239000.0,239900.0,245000.0,244694.0,254250.0,244990.0,239444.0,229000.0,233000.0,237750.0,234950.0,252000.0,253000.0,254900.0,252990.0,250000.0,253000.0,250000.0,256000.0,255000.0,259949.5,269000.0,269000.0,269500.0,269000.0,269000.0,269700.0,265000.0,264999.5,265000.0,265000.0,269900.0,274900.0,279000.0,282000.0,289990.0,289900.0,289900.0,291945.0,290000.0,286723.0,288900.0,285000.0,280000.0,280000.0,289900.0,282000.0,289990.0,294375.0,299000.0,299000.0,300000.0,300000.0,299900.0,298000.0,300000.0,299300.0,299838.5,309000.0,315609.5,314900.0,314900.0,315999.5,315000.0,314999.0
El Dorado ,CA,399000.0,399000.0,399000.0,379500.0,379900.0,369900.0,369000.0,359000.0,350000.0,349900.0,349000.0,339900.0,329000.0,299900.0,325000.0,325000.0,319900.0,310000.0,299997.5,299950.0,299995.0,300000.0,299900.0,299000.0,299000.0,289000.0,295000.0,295000.0,290000.0,295000.0,299000.0,300100.0,319000.0,320000.0,329950.0,339000.0,349900.0,365000.0,373450.0,375000.0,385000.0,386250.0,389000.0,385000.0,389000.0,389900.0,384000.0,389000.0,399000.0,399900.0,425000.0,439500.0,438782.0,439000.0,439900.0,439000.0,439000.0,429000.0,427650.0,379000.0,429000.0,446750.0,449333.0,452000.0,450000.0,449000.0,449999.0,449000.0,450000.0,465000.0,469450.0,474120.0,479000.0,494500.0,499000.0,499900.0,499000.0,508500.0,495000.0,489000.0,489000.0,489000.0,479000.0,499000.0,506420.5,539900.0,557995.0,549994.5,534750.0,530000.0,525000.0,509950.0,499900.0,499900.0,514999.5,520000.0,525000.0,530000.0,542500.0,549000.0,549700.0,539000.0,519900.0,515000.0,517000.0,516648.5,507990.0,500000.0,519999.5,537000.0,549000.0,549000.0,549500.0,547908.5,535000.0,530000.0,525000.0
Shasta ,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261000.0,264850.0,260000.0,263200.0,250000.0,250000.0,259000.0,265000.0,265000.0,267500.0,278750.0,265000.0,269500.0,260000.0,264900.0,269900.0,267950.0,272900.0,279000.0,295000.0,287300.0,287750.0,283000.0,274950.0,279500.0,284000.0,285000.0,288000.0,295000.0,299800.0,300000.0,305000.0,309900.0,299900.0,299900.0,299900.0,307375.0,309000.0,305000.0,307800.0,309900.0,309000.0,299900.0,309000.0,319000.0,318500.0,315000.0,315000.0,315000.0
Monterey ,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,568500.0,595000.0,619000.0,595000.0,599000.0,606000.0,599000.0,622450.0,599000.0,599900.0,699500.0,699888.0,749000.0,759000.0,749900.0,759000.0,787000.0,789000.0,759500.0,763957.0,759500.0,735000.0,745000.0,699000.0,695000.0,714500.0,700000.0,695000.0,639000.0,646500.0,625000.0,625000.0,643395.0,665000.0,675000.0,695000.0,680000.0,695000.0,675000.0,669000.0,667000.0,669985.0,669950.0,658750.0,670000.0,659450.0,685000.0,719944.0,725000.0,769000.0,759000.0,749000.0,749000.0,718500.0,735000.0,725000.0,705000.0,709000.0,709000.0,709000.0,744000.0,759000.0,784000.0,795000.0,759000.0,775000.0,795000.0,797850.0,798500.0,794990.0,799000.0,777000.0,780495.0,772000.0,775000.0,787500.0,767000.0,750000.0,755990.0,731100.0,750000.0,749000.0,749000.0,745000.0,772499.5,799000.0,828000.0,849000.0,849000.0,849000.0
Imperial ,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000.0,227000.0,230500.0,234900.0,235000.0,233250.0,230000.0,232000.0,234775.0,225000.0,222500.0,239000.0,240000.0,249499.0,249925.0,250000.0,251000.0,249900.0
Trinity ,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200500.0,225000.0,199900.0,217500.0,225000.0,239000.0,237000.0,235100.0,239250.0,259000.0,265000.0,260000.0,259000.0,260000.0,260000.0,267000.0,263750.0,252450.0,259500.0,268500.0,277000.0,259500.0,259900.0,259450.0,259000.0,267000.0,275000.0,279000.0,279000.0,279000.0,285000.0,279000.0,270000.0,266000.0,267500.0,265000.0,266000.0,260000.0,259000.0,250000.0,250000.0,268000.0,269000.0,279900.0,295000.0,299000.0,299000.0,297000.0,297000.0,285000.0,309900.0,299750.0,289250.0,321000.0,300000.0,335000.0,335000.0,349500.0,340000.0,340000.0,339000.0,330000.0,330000.0,330000.0,329500.0,339000.0,341950.0,357000.0,332450.0,339500.0,329000.0,345000.0,348500.0,339000.0,329000.0,324500.0,299900.0,299000.0,296450.0,299000.0,300000.0,315000.0,300000.0,300000.0,300000.0,299000.0
San Benito ,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374000.0,394950.0,419900.0,429000.0,429900.0,435000.0,429900.0,429000.0,431700.0,424900.0,424900.0,425000.0,430000.0,444425.0,455800.0,455400.0,465800.0,469000.0,469900.0,469900.0,473900.0,474900.0,484000.0,475450.0,499000.0,499900.0,516900.0,502499.5,509500.0,523950.0,524999.0,510000.0,499999.0,510000.0,510000.0,514900.0,518900.0,544400.0,549900.0,552950.0,549900.0,549900.0,549900.0,545000.0,549000.0,540000.0,549000.0,549000.0,565000.0,569999.0,579329.5,578393.0,569900.0,563900.0,565000.0,574000.0,569900.0,574000.0,579900.0,584675.0,598850.0,610000.0,620000.0,609000.0,585000.0,591400.0,587490.0,595000.0,595000.0,592500.0,589900.0,599000.0,599000.0,605000.0,599999.0,609888.0,615000.0,612900.0
Yolo ,CA,265000.0,271500.0,272000.0,275000.0,287495.0,299900.0,309000.0,309000.0,302800.0,290000.0,279900.0,275450.0,271990.0,229975.0,234900.0,229950.0,240000.0,239000.0,238000.0,245000.0,239700.0,239900.0,238050.0,239000.0,234950.0,235000.0,238550.0,240000.0,249000.0,259100.0,270000.0,269450.0,275000.0,269000.0,259900.0,262950.0,275000.0,291000.0,295900.0,320000.0,322950.0,324000.0,335000.0,329900.0,332745.0,325000.0,310000.0,325000.0,329990.0,338600.0,365000.0,359000.0,375000.0,383642.5,382000.0,370000.0,359000.0,355000.0,343250.0,304375.0,357000.0,354950.0,385000.0,400000.0,400000.0,400000.0,399900.0,400000.0,399999.5,400000.0,399000.0,395000.0,398000.0,399999.0,422450.0,434846.5,443950.0,435000.0,429999.5,429000.0,430682.0,417750.0,409000.0,415000.0,410000.0,421950.0,429950.0,445000.0,454900.0,459950.0,459950.0,449000.0,449000.0,439900.0,425000.0,409900.0,429000.0,439999.5,449450.0,479750.0,479999.0,484999.0,485000.0,489000.0,484000.0,479000.0,480000.0,470990.0,471000.0,475000.0,489000.0,492500.0,495000.0,490000.0,498000.0,499680.0,499000.0
Calaveras ,CA,295000.0,289000.0,285000.0,283950.0,289000.0,277000.0,275000.0,269000.0,264375.0,262325.0,255000.0,249000.0,249000.0,239000.0,240000.0,235000.0,239000.0,235000.0,239000.0,239000.0,239000.0,229000.0,219000.0,216000.0,199900.0,199000.0,197750.0,199450.0,207000.0,209000.0,209990.0,212000.0,215000.0,225000.0,225000.0,220000.0,217000.0,225000.0,225000.0,249000.0,259000.0,275000.0,279250.0,279000.0,275000.0,279000.0,285000.0,285000.0,285000.0,285000.0,285000.0,289000.0,299500.0,299500.0,299000.0,294749.5,297750.0,295000.0,293750.0,297000.0,299000.0,309000.0,299900.0,299900.0,299000.0,290000.0,295000.0,295000.0,299000.0,299000.0,299900.0,304400.0,309950.0,329950.0,329450.0,329000.0,329900.0,329000.0,325000.0,324900.0,325000.0,329700.0,324500.0,339000.0,337500.0,332200.0,339000.0,344950.0,350000.0,355000.0,359250.0,349000.0,345000.0,349250.0,349000.0,349000.0,349000.0,349000.0,349000.0,350000.0,349975.0,360000.0,369000.0,369000.0,364000.0,359000.0,359000.0,359000.0,363000.0,359000.0,360000.0,379000.0,382250.0,378000.0,369900.0,374950.0,374250.0
Siskiyou ,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198550.0,195000.0,190000.0,189000.0,189000.0,199000.0,202700.0,199000.0,202450.0,190000.0,196000.0,189000.0,185000.0,185000.0,189000.0,195000.0,202250.0,225000.0,215000.0,222447.5,220000.0,224250.0,225000.0,224250.0,227000.0,221725.0,214900.0,231900.0,237750.0,239000.0,239500.0,231250.0,239000.0,239000.0,239250.0,239000.0,240000.0,245000.0,229000.0,239000.0,244450.0,249700.0,239500.0,235000.0,235000.0,229000.0,229000.0,239000.0,235000.0,239000.0,241200.0,248450.0,242000.0,245000.0,242000.0,238500.0,238000.0,239500.0,238000.0,236500.0,245000.0,239500.0,249950.0,259000.0,275000.0,279000.0,277000.0,279000.0,269000.0
Tuolumne ,CA,269900.0,259900.0,250000.0,250000.0,259000.0,249000.0,250000.0,256500.0,240000.0,239900.0,231500.0,225900.0,225000.0,193500.0,224900.0,229950.0,232900.0,225450.0,224900.0,218900.0,215000.0,214000.0,209000.0,200800.0,199900.0,199000.0,200000.0,214900.0,219000.0,223750.0,225000.0,225000.0,229000.0,225000.0,225000.0,219000.0,224000.0,219000.0,225000.0,229499.5,239000.0,245000.0,248500.0,249000.0,249000.0,245000.0,245000.0,245000.0,239000.0,248990.0,248500.0,249000.0,249000.0,249000.0,254950.0,249900.0,249900.0,249000.0,249900.0,250000.0,249900.0,249000.0,250000.0,259900.0,269000.0,260000.0,265000.0,265000.0,269000.0,269000.0,269900.0,269000.0,264950.0,265000.0,274800.0,289000.0,289000.0,289000.0,289000.0,290000.0,298900.0,299900.0,299999.0,302133.0,299350.0,299000.0,297250.0,289900.0,295000.0,299950.0,299000.0,299500.0,299000.0,295000.0,297995.0,285000.0,285000.0,299900.0,315000.0,325000.0,329997.5,339000.0,335000.0,337700.0,326500.0,325000.0,319000.0,309000.0,310000.0,314999.5,315000.0,319000.0,325000.0,329975.0,329000.0,329000.0,320000.0
Butte ,CA,249950.0,250000.0,244950.0,237000.0,239000.0,239500.0,239000.0,239000.0,230000.0,220000.0,210000.0,200000.0,199900.0,199900.0,199000.0,195000.0,200000.0,209900.0,204700.0,199900.0,199950.0,199000.0,196500.0,189900.0,189500.0,180450.0,179900.0,180000.0,189950.0,199900.0,199925.0,209000.0,209900.0,200000.0,199900.0,201000.0,218000.0,225000.0,225000.0,225000.0,238000.0,240545.0,246500.0,250000.0,250000.0,249700.0,259000.0,250000.0,249000.0,240445.0,252000.0,266500.0,269000.0,269000.0,269950.0,269000.0,269900.0,259900.0,259000.0,259100.0,258000.0,259000.0,267000.0,269000.0,273125.0,269500.0,268000.0,262750.0,262695.0,268900.0,275000.0,272000.0,275000.0,275000.0,275500.0,285000.0,289900.0,295000.0,289974.5,289000.0,299000.0,298500.0,292320.0,295000.0,289000.0,289000.0,298950.0,299000.0,299000.0,295000.0,297000.0,292000.0,292250.0,297500.0,298500.0,297000.0,297000.0,309000.0,319000.0,319000.0,310000.0,310000.0,315000.0,315000.0,309000.0,306000.0,315000.0,325000.0,325000.0,325000.0,335000.0,339949.5,350000.0,350000.0,349000.0,345000.0,345000.0
