RegionName,State,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09
Valdez Cordova ,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170000.0,177900.0,170000.0,176450.0,160000.0,149500.0,150000.0,172500.0,168036.0,174317.0,189000.0,184500.0
Sitka ,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000.0,439000.0,429000.0,425000.0,399000.0,399000.0,389000.0,349000.0,390000.0,399000.0,390000.0,385500.0,390000.0,389000.0,379000.0,389900.0,404500.0,389000.0,382000.0,369000.0,359750.0,357250.0,392000.0,409500.0,422500.0,447500.0,435000.0,444500.0,425000.0,422500.0,417000.0,422500.0,439000.0,429000.0,419500.0,409000.0,425000.0,425000.0,425000.0,422000.0,422000.0,425000.0,454400.0,449500.0,425000.0,399000.0,429000.0,424950.0,419450.0,424950.0,427000.0,454000.0,439000.0,439000.0,427000.0,425000.0,431000.0,422000.0,447000.0,454000.0,484500.0,454500.0,489000.0,484500.0,454750.0,469000.0,466750.0,437950.0,439000.0,439000.0,427950.0,429000.0,439750.0,442500.0,442500.0,415000.0,427500.0,454500.0,430000.0,479000.0,475000.0,457000.0,424500.0,428500.0,419000.0,400000.0,399000.0,397000.0
Matanuska Susitna ,AK,239900.0,237500.0,238450.0,238000.0,239900.0,239900.0,238450.0,237500.0,237500.0,230000.0,229500.0,225000.0,224900.0,225000.0,225000.0,224900.0,229900.0,229900.0,229700.0,225500.0,226505.0,224921.0,223000.0,219900.0,225000.0,224925.0,225000.0,225000.0,224900.0,220000.0,219900.0,219900.0,220850.0,218000.0,216000.0,217500.0,217000.0,219900.0,223900.0,225000.0,229000.0,225000.0,225000.0,226900.0,224000.0,224500.0,224000.0,219900.0,219900.0,224900.0,227200.0,229000.0,229900.0,232700.0,229900.0,229975.0,229000.0,230000.0,225000.0,225550.0,234900.0,238000.0,241000.0,244950.0,239000.0,239900.0,245000.0,246700.0,249500.0,249900.0,249700.0,245000.0,249900.0,250407.5,255000.0,255342.5,254000.0,257000.0,250000.0,249900.0,249900.0,249500.0,249900.0,245000.0,245000.0,240000.0,249300.0,250000.0,259000.0,259900.0,259950.0,261600.0,259000.0,259000.0,255000.0,254900.0,253950.0,259871.0,259900.0,269250.0,269900.0,269900.0,269000.0,264900.0,267400.0,267825.0,265000.0,265000.0,265450.0,270000.0,276500.0,279950.0,279900.0,279900.0,279900.0,279000.0,276450.0
Ketchikan Gateway ,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279000.0,321000.0,299500.0,285000.0,285000.0,283500.0,284000.0,279000.0,270000.0,279000.0,279900.0,289900.0,320000.0,315000.0,322500.0,300000.0,287000.0,285000.0,280000.0,287250.0,285000.0,309000.0,310000.0,329000.0,325000.0,319250.0,297250.0,289000.0
Anchorage ,AK,265000.0,267900.0,269700.0,273000.0,280000.0,282250.0,274900.0,275000.0,275000.0,274000.0,269900.0,264900.0,259900.0,261000.0,266000.0,274900.0,279000.0,277700.0,278800.0,278800.0,276900.0,269900.0,265000.0,269500.0,260000.0,259500.0,259900.0,274000.0,275900.0,275000.0,279000.0,274900.0,266900.0,265825.0,269000.0,268150.0,274900.0,279900.0,280250.0,285000.0,289000.0,284200.0,285450.0,285000.0,285000.0,289000.0,285000.0,289000.0,285900.0,294250.0,295000.0,300000.0,303450.0,299900.0,295000.0,299900.0,294500.0,288000.0,289000.0,289000.0,295000.0,299000.0,309250.0,313500.0,315000.0,314900.0,315000.0,314950.0,318000.0,314325.0,319000.0,313750.0,314900.0,319000.0,319250.0,324900.0,324500.0,325000.0,322750.0,318000.0,315000.0,314900.0,315000.0,309900.0,304900.0,305000.0,309700.0,315000.0,315000.0,314950.0,315000.0,310000.0,309900.0,305000.0,300000.0,299500.0,299500.0,302000.0,310000.0,319000.0,320000.0,319900.0,319900.0,319638.5,314777.0,310000.0,310000.0,309900.0,310000.0,314000.0,318000.0,329000.0,335000.0,330000.0,325000.0,325000.0,318000.0
Kodiak Island ,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359950.0,349250.0,335000.0,345000.0,345000.0,328000.0,318000.0,299000.0,315000.0,324000.0,335000.0,337500.0,331250.0,329000.0,337500.0,340000.0,345000.0,345000.0,350000.0,350000.0,345000.0,325000.0,320000.0,324500.0,322250.0,322000.0,324500.0,326000.0,325000.0,325000.0,324750.0,325000.0,299500.0,315000.0,315000.0,319950.0,330000.0,325000.0,325000.0,325000.0,319000.0,297450.0,289500.0,265000.0,289250.0,339000.0,339500.0,339500.0,335000.0,335000.0,335000.0,325000.0,332500.0,339000.0,335500.0,332500.0,349000.0,356500.0,356500.0,358000.0,359500.0,359500.0,349000.0,330000.0,329500.0,330000.0,325000.0,325000.0,330000.0,336950.0,338950.0,338950.0,334450.0,349000.0,349750.0,347250.0,337000.0
Juneau ,AK,262000.0,269900.0,270900.0,274000.0,277250.0,279900.0,272000.0,279900.0,279900.0,279900.0,279900.0,279000.0,279000.0,247450.0,271900.0,289000.0,304500.0,293000.0,289000.0,286750.0,285000.0,289900.0,289900.0,289900.0,295000.0,312900.0,312400.0,311950.0,299900.0,309950.0,297000.0,297000.0,286250.0,282950.0,275000.0,277250.0,275000.0,287500.0,301900.0,310000.0,317450.0,334000.0,340000.0,334499.5,323000.0,320000.0,317999.5,323950.0,315000.0,320999.0,323950.0,315000.0,322500.0,320000.0,329000.0,299000.0,299950.0,302500.0,329900.0,319950.0,310000.0,324500.0,305000.0,350000.0,337000.0,341500.0,345000.0,330000.0,340000.0,329450.0,329000.0,330000.0,335000.0,330000.0,325000.0,329949.5,339000.0,335000.0,342000.0,330000.0,329000.0,329000.0,322500.0,315000.0,314950.0,323950.0,335000.0,350000.0,349000.0,359900.0,349000.0,359450.0,365000.0,358000.0,350000.0,349000.0,345000.0,339000.0,349450.0,347000.0,350000.0,349000.0,350000.0,349900.0,349900.0,350000.0,357000.0,359900.0,369500.0,369000.0,375000.0,377000.0,377200.0,369900.0,382000.0,380000.0,384900.0
Fairbanks North Star ,AK,216000.0,220000.0,210900.0,225000.0,232900.0,234000.0,234900.0,235000.0,230000.0,230000.0,220000.0,222700.0,225000.0,222450.0,229900.0,229900.0,224950.0,227900.0,229900.0,225000.0,220000.0,219900.0,216000.0,219900.0,216500.0,219900.0,219900.0,219925.0,229000.0,229900.0,229000.0,225000.0,224900.0,221450.0,219000.0,219900.0,222900.0,219900.0,224900.0,224900.0,224900.0,222500.0,222700.0,219900.0,210000.0,214900.0,207500.0,199900.0,194900.0,199900.0,204900.0,214900.0,215000.0,215000.0,215000.0,214900.0,209900.0,199250.0,189999.5,189999.5,198000.0,202500.0,219900.0,220000.0,220000.0,219900.0,214900.0,207900.0,207000.0,199500.0,199000.0,195950.0,199900.0,199999.0,223450.0,224900.0,228500.0,229000.0,224900.0,224900.0,222000.0,218925.0,219000.0,214900.0,211900.0,214900.0,213900.0,219700.0,218900.0,212000.0,215000.0,218000.0,218900.0,213700.0,198000.0,199750.0,202249.5,209950.0,215000.0,234950.0,227000.0,229900.0,235950.0,239900.0,240000.0,229900.0,220000.0,229900.0,224000.0,224949.5,224900.0,224900.0,225000.0,234900.0,239000.0,235000.0,229900.0
Kenai Peninsula ,AK,247750.0,249900.0,259950.0,259900.0,259900.0,259000.0,250000.0,250000.0,250000.0,249900.0,240000.0,240000.0,239250.0,239000.0,239000.0,235000.0,239500.0,239000.0,239500.0,236000.0,239900.0,239900.0,230000.0,228500.0,237500.0,235000.0,229844.0,237000.0,235000.0,235000.0,230000.0,225000.0,220000.0,219900.0,224250.0,220000.0,220000.0,224700.0,225000.0,225000.0,225000.0,229000.0,229000.0,229000.0,230000.0,229500.0,225000.0,225000.0,225000.0,232000.0,234000.0,235000.0,229900.0,235000.0,235000.0,229000.0,229000.0,229000.0,225000.0,225000.0,216000.0,218000.0,219000.0,225000.0,229500.0,235000.0,240000.0,239500.0,239000.0,239000.0,235000.0,229700.0,226000.0,226000.0,229000.0,229900.0,229900.0,234700.0,229900.0,229250.0,229900.0,229000.0,229900.0,235000.0,225000.0,223500.0,225000.0,239900.0,247500.0,249000.0,249000.0,249500.0,249700.0,248700.0,240000.0,235000.0,235000.0,233500.0,239000.0,249000.0,249835.0,250000.0,250000.0,249900.0,249900.0,249900.0,250000.0,249500.0,246450.0,249000.0,250000.0,259000.0,259000.0,259900.0,254000.0,255000.0,259000.0
Clarke ,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169900.0,154900.0,135000.0,139000.0,139500.0,140000.0,144500.0,154000.0,159450.0,159900.0,172000.0,179900.0,169000.0,157900.0,159900.0,159900.0,156750.0,149900.0,160000.0,169000.0,169000.0,169900.0,172450.0,184950.0,179000.0,184900.0,162900.0,155000.0,159000.0,159450.0,145500.0,141000.0,139000.0,139000.0,139000.0,139000.0,150000.0,159000.0,159000.0,154600.0,149900.0,139500.0,145500.0,163500.0,159000.0,159000.0,167750.0,158000.0,159000.0,158750.0,159000.0
Bibb ,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174000.0,189900.0,169450.0,168350.0,154900.0,150000.0,145000.0,139900.0,139900.0,139900.0,149900.0,169000.0,174900.0,159900.0,168950.0,175000.0,155950.0,152000.0,156900.0,158000.0,157150.0,149950.0,138000.0,139900.0,148900.0,144900.0,140115.0,144900.0,136900.0,134900.0,142751.0,137800.0,135000.0,134200.0,135000.0,135900.0,134200.0,135400.0,135950.0,145000.0,145000.0,155000.0,155000.0,159950.0,145900.0,139900.0,139900.0,134900.0,134900.0,132400.0,149900.0,149500.0,159900.0,159000.0,159000.0,164900.0,175000.0,188700.0
Coffee ,AL,184750.0,180000.0,169000.0,162000.0,165000.0,164983.5,160500.0,160500.0,161000.0,159000.0,152450.0,149900.0,149999.0,153000.0,159000.0,157000.0,159000.0,157500.0,159900.0,159900.0,165000.0,165250.0,165000.0,159900.0,159900.0,161970.0,168450.0,169950.0,160985.0,169500.0,164900.0,164999.0,164000.0,163875.0,160000.0,159625.0,158200.0,155000.0,157000.0,158950.0,157450.0,155000.0,156450.0,158450.0,158900.0,159500.0,151185.0,148450.0,149949.5,149949.5,151185.0,159000.0,155000.0,154900.0,149900.0,149900.0,148000.0,149000.0,139500.0,145750.0,150000.0,155000.0,149700.0,150000.0,157000.0,158750.0,150500.0,145000.0,149250.0,149475.0,153500.0,155000.0,152800.0,155000.0,155000.0,155000.0,155000.0,150000.0,145000.0,145000.0,148900.0,145000.0,149000.0,142950.0,145000.0,149900.0,156500.0,161800.0,164800.0,164400.0,165000.0,165000.0,163950.0,164900.0,162900.0,159000.0,169900.0,168075.0,169500.0,170000.0,170125.0,171500.0,163937.5,168100.0,174637.5,173500.0,169000.0,167750.0,169000.0,174791.0,169900.0,174900.0,175000.0,173950.0,174750.0,173000.0,173000.0
Covington ,AL,125000.0,125000.0,110000.0,129000.0,127000.0,133500.0,148000.0,142250.0,137000.0,148000.0,139500.0,127100.0,124700.0,129900.0,126000.0,139000.0,139500.0,139900.0,144500.0,149950.0,156900.0,150000.0,149900.0,149500.0,144900.0,139000.0,139900.0,139900.0,139900.0,135000.0,136000.0,135000.0,137450.0,139999.5,129900.0,129900.0,129000.0,124950.0,139900.0,119500.0,129950.0,130000.0,129900.0,129900.0,126500.0,128500.0,125000.0,124000.0,125000.0,119900.0,135000.0,135000.0,129900.0,129900.0,129000.0,129000.0,128900.0,126950.0,139900.0,139298.0,130000.0,135000.0,125000.0,120000.0,129500.0,129900.0,127000.0,124431.0,126400.0,129500.0,134950.0,134900.0,139000.0,135000.0,139185.5,142000.0,147500.0,147500.0,148000.0,144000.0,144900.0,140000.0,140000.0,139950.0,139887.5,139900.0,138000.0,139437.5,144500.0,129900.0,129450.0,129000.0,129250.0,125000.0,127900.0,129950.0,139500.0,139949.5,139999.0,142249.5,144600.0,142099.5,139875.0,145000.0,139900.0,139500.0,145000.0,144500.0,147500.0,142250.0,148900.0,147950.0,146000.0,147000.0,147000.0,144900.0,147000.0
De Kalb ,AL,159900.0,157250.0,149900.0,139900.0,139900.0,139900.0,144500.0,144500.0,140000.0,139500.0,134950.0,132900.0,129947.5,129997.5,129997.5,130250.0,139000.0,138000.0,130000.0,131900.0,135900.0,129000.0,129000.0,128800.0,129000.0,129900.0,130000.0,138000.0,129900.0,129900.0,129900.0,127400.0,135000.0,135000.0,130950.0,134900.0,133900.0,132500.0,129900.0,128500.0,125000.0,129250.0,129900.0,130000.0,135000.0,147750.0,147000.0,145700.0,149900.0,149900.0,149900.0,144900.0,144900.0,144500.0,142200.0,135000.0,139000.0,139900.0,140950.0,144900.0,144900.0,140000.0,139900.0,145000.0,149900.0,149900.0,152900.0,149900.0,149900.0,154400.0,153400.0,152900.0,149900.0,149000.0,148450.0,149000.0,139900.0,148900.0,142000.0,148950.0,144900.0,139900.0,139900.0,139000.0,144900.0,145000.0,148950.0,149900.0,150000.0,150000.0,150000.0,149900.0,150000.0,149900.0,149900.0,156450.0,149000.0,149900.0,149900.0,153750.0,154900.0,154800.0,149900.0,149900.0,159000.0,159900.0,155000.0,155000.0,156750.0,149900.0,156491.0,167950.0,168691.0,164900.0,169900.0,169900.0,170000.0
Escambia ,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119450.0,119900.0,119900.0,125000.0,125000.0,122950.0,120000.0,120000.0,107950.0,116250.0,119000.0,119450.0,115000.0,114900.0,109000.0,109900.0,109000.0,99900.0,104450.0,109950.0,110000.0,110000.0,98500.0,109900.0,109000.0,96500.0,96700.0,97200.0,99200.0,109000.0,117000.0,119000.0,121950.0,119450.0,113900.0,109450.0,119000.0,122100.0,124900.0,125000.0,126900.0,119900.0,119900.0,124200.0,127000.0,124900.0,124900.0,129000.0,124900.0,125000.0,127000.0,128000.0,127000.0,126000.0,127500.0,127000.0,124900.0,124900.0,119900.0,119900.0,119900.0,129900.0,129900.0,129900.0,124900.0,124950.0,129900.0,131385.0,132900.0,128500.0,121612.5,117900.0,116000.0,115900.0,120000.0,117450.0,119900.0,127000.0,124700.0,122200.0,119900.0,119900.0,119900.0,124450.0,124900.0,124900.0,129900.0,129900.0,134900.0
Monroe ,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119000.0,112000.0,110000.0,104750.0,104900.0,111500.0,119700.0,118000.0,115250.0,119450.0,125000.0,133700.0,134900.0,132500.0,134850.0,129900.0,135500.0,136500.0,116450.0,117684.0
Baldwin ,AL,250000.0,249900.0,249000.0,243200.0,240000.0,238700.0,234000.0,209000.0,229000.0,229900.0,229900.0,229900.0,229900.0,225000.0,225599.0,225000.0,225000.0,229000.0,229000.0,232500.0,235000.0,230000.0,239000.0,242000.0,238550.0,235000.0,239900.0,235000.0,238000.0,235000.0,234900.0,229000.0,229000.0,232900.0,235000.0,229900.0,225000.0,227650.0,229900.0,229900.0,227888.0,229900.0,233790.0,232000.0,234900.0,234950.0,235000.0,230000.0,229000.0,233747.5,239000.0,238357.0,240000.0,246097.5,245000.0,243222.0,244900.0,242900.0,239000.0,244425.0,244950.0,245000.0,249900.0,254900.0,256905.5,255000.0,255000.0,255925.0,247250.0,249900.0,249999.5,250000.0,254200.0,274900.0,272950.0,269900.0,269900.0,274700.0,279000.0,284000.0,284000.0,280536.0,283925.0,279500.0,275267.5,279900.0,281499.5,293387.5,299900.0,299900.0,299900.0,299900.0,298950.0,295000.0,280000.0,285000.0,279900.0,274900.0,284225.0,288995.0,287450.0,291260.0,289000.0,289900.0,289900.0,289500.0,289900.0,293390.0,289900.0,290000.0,293590.0,299260.0,287500.0,295000.0,296000.0,299000.0,310000.0
Barbour ,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165000.0,165000.0,174950.0,173500.0,177500.0,189900.0,196500.0,187900.0,175000.0,181950.0,175750.0,175750.0,175000.0,175000.0,169950.0,167000.0,169450.0,173000.0,162500.0,172750.0,179500.0,179700.0,179900.0,179900.0,174900.0,174000.0,174450.0,162450.0,169900.0,169250.0,169500.0,169000.0,169000.0,169000.0,179900.0,179900.0,174950.0,174900.0,170000.0,179900.0,179900.0,179900.0,179900.0,179900.0,179950.0,182500.0,182500.0,186250.0,179900.0,179900.0,164700.0,172900.0,174450.0,175000.0,174900.0,171000.0,169900.0,164750.0,174900.0,159500.0,169900.0,165999.0,174900.0,164500.0,156000.0,155450.0,155450.0,155900.0,155000.0,167250.0,169900.0,169000.0,169900.0,164500.0,163250.0,169900.0,169500.0,164750.0,164500.0,164500.0,169500.0,169500.0
Walker ,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163700.0,149900.0,129900.0,123900.0,126950.0,124000.0,129950.0,129900.0,131950.0,131950.0,140000.0,139450.0,135000.0,136000.0,139900.0,139900.0,135500.0,136000.0,136000.0,137500.0,140000.0,149500.0,140000.0,139900.0,144900.0,131249.5,129900.0,129900.0,128000.0,129000.0,129900.0,129900.0,129900.0,134900.0,129900.0,145500.0,149900.0,150000.0,150000.0,149900.0,149000.0,149900.0,149000.0,152000.0,164400.0,174950.0,184900.0,179500.0,177950.0,169900.0,179900.0,179900.0,179900.0,171249.5,169900.0,159900.0,149900.0,152900.0,149900.0,150000.0,149900.0,149900.0,144950.0,145000.0,149900.0,148200.0,149000.0,136700.0,132500.0,129825.0,136750.0,129000.0,129900.0,127450.0,125000.0,119900.0,121900.0,121950.0,124900.0,135700.0,139900.0,140950.0,147500.0,149900.0,148250.0,149900.0,152950.0
Hale ,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129950.0,129900.0,128900.0,129900.0,127000.0,124900.0,119950.0,113400.0,114900.0,114900.0,119900.0,129700.0,134900.0,139900.0,139900.0,139900.0,137000.0,135000.0,131700.0,124900.0,119900.0,109900.0,109900.0,110000.0,122200.0,129900.0,132500.0,132500.0,129400.0,129900.0,137450.0,137400.0,145900.0,139900.0,138900.0,144900.0,140000.0,144999.5,155000.0,160000.0,149900.0
Tallapoosa ,AL,295000.0,299500.0,325000.0,299450.0,310000.0,299000.0,292450.0,299000.0,279000.0,279000.0,264900.0,259250.0,265000.0,269900.0,267450.0,265950.0,279000.0,279900.0,269900.0,259900.0,259900.0,253450.0,252000.0,269000.0,275000.0,274900.0,295000.0,299000.0,299000.0,299000.0,295000.0,275000.0,275000.0,272450.0,284000.0,269000.0,259250.0,275000.0,298450.0,299000.0,275000.0,275000.0,295000.0,269900.0,257900.0,249900.0,238000.0,239000.0,269900.0,265000.0,274950.0,275000.0,279900.0,279000.0,269900.0,265000.0,267000.0,259000.0,249000.0,249000.0,250000.0,259450.0,279405.0,289000.0,289500.0,292500.0,298500.0,289000.0,291450.0,299000.0,279900.0,254500.0,247000.0,249000.0,248250.0,248250.0,259000.0,259000.0,229000.0,215000.0,219000.0,239900.0,275000.0,279450.0,279900.0,284850.0,287000.0,299000.0,299000.0,289000.0,287000.0,275000.0,275000.0,239450.0,229450.0,219000.0,229000.0,249000.0,275000.0,285000.0,299170.0,293000.0,289900.0,287000.0,299000.0,289900.0,299250.0,299000.0,294000.0,299900.0,299900.0,299500.0,294900.0,308450.0,312000.0,315000.0,299949.5
Winston ,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314450.0,299900.0,324950.0,309950.0,322450.0,299900.0,283000.0,275000.0,279000.0,283000.0,292450.0,299000.0,299900.0,299900.0,289450.0,299900.0,299900.0,285000.0,269000.0,259000.0,253500.0,275000.0,299900.0,313450.0,299450.0,259000.0,276999.5,299900.0,299900.0
Montgomery ,AL,135250.0,138000.0,137599.0,137412.5,139864.0,139649.5,140000.0,139900.0,139900.0,137975.0,134900.0,134900.0,134900.0,129900.0,129900.0,129900.0,130000.0,129900.0,130000.0,134500.0,129950.0,132750.0,134999.0,132500.0,134900.0,137000.0,139900.0,139900.0,134900.0,135000.0,134900.0,139900.0,138900.0,134900.0,139900.0,139900.0,138900.0,139900.0,139900.0,140450.0,139900.0,144950.0,147500.0,142900.0,141000.0,138500.0,139900.0,140000.0,139900.0,142900.0,139000.0,142000.0,142900.0,145000.0,143200.0,139900.0,139000.0,134900.0,138000.0,134475.0,139900.0,139900.0,139900.0,145000.0,139000.0,140000.0,139000.0,139500.0,144710.0,136250.0,134900.0,130000.0,134900.0,129900.0,135500.0,141900.0,145500.0,144900.0,139900.0,135000.0,135000.0,130000.0,129500.0,129900.0,130000.0,131450.0,138000.0,139900.0,139900.0,142722.5,144900.0,144999.5,144450.0,139900.0,139900.0,135000.0,132900.0,139999.0,144900.0,149900.0,155000.0,155250.0,159242.5,165000.0,169900.0,165000.0,165000.0,162881.0,172250.0,165000.0,179900.0,189900.0,191300.0,189250.0,184900.0,182250.0,183999.0
Chilton ,AL,149900.0,154900.0,149000.0,139900.0,139450.0,139900.0,139450.0,136900.0,139000.0,137400.0,137900.0,134900.0,124900.0,144900.0,139250.0,137900.0,139900.0,139900.0,139900.0,135000.0,134900.0,130000.0,129900.0,129450.0,129900.0,129000.0,124900.0,104900.0,104900.0,119900.0,134900.0,138900.0,139900.0,139900.0,134950.0,139900.0,139900.0,132900.0,126000.0,122900.0,126000.0,124900.0,125950.0,119900.0,123900.0,120000.0,124900.0,119900.0,125000.0,129900.0,128900.0,128900.0,131450.0,134900.0,134900.0,139900.0,137400.0,134900.0,139600.0,129900.0,129900.0,129900.0,130000.0,133000.0,134900.0,138250.0,136700.0,129900.0,132500.0,134900.0,139900.0,143750.0,136200.0,134900.0,138000.0,148700.0,147900.0,154900.0,159900.0,165500.0,150000.0,147200.0,147450.0,139999.0,139949.5,143900.0,144950.0,149900.0,149900.0,149900.0,149900.0,155450.0,152950.0,155000.0,156900.0,158400.0,158400.0,157900.0,160000.0,160000.0,171950.0,169900.0,159900.0,164950.0,159900.0,159900.0,163900.0,164000.0,169900.0,169900.0,179900.0,175000.0,172400.0,174900.0,172900.0,169900.0,170450.0
Blount ,AL,145000.0,149900.0,144900.0,144900.0,144900.0,144900.0,143950.0,144900.0,146000.0,141900.0,139900.0,139900.0,138000.0,134800.0,135000.0,134900.0,134900.0,134900.0,134950.0,134900.0,130900.0,130400.0,136900.0,137900.0,138900.0,139900.0,139900.0,139900.0,139200.0,145900.0,146900.0,148950.0,149800.0,149000.0,148900.0,146450.0,134900.0,127900.0,125817.5,130000.0,132900.0,134400.0,133900.0,133900.0,139900.0,144900.0,149900.0,149900.0,149900.0,149900.0,149900.0,149900.0,149500.0,149900.0,159900.0,152200.0,150000.0,159900.0,159900.0,159900.0,159900.0,158900.0,159900.0,159900.0,156250.0,149900.0,149900.0,149900.0,141450.0,144900.0,149700.0,149900.0,149900.0,149900.0,154900.0,154900.0,154900.0,154000.0,155000.0,154900.0,149950.0,149900.0,147900.0,142400.0,150450.0,154900.0,154900.0,159900.0,160609.0,159900.0,155000.0,159900.0,168500.0,169900.0,169900.0,169900.0,164900.0,163900.0,169900.0,169900.0,165000.0,169900.0,170508.0,174900.0,169900.0,174900.0,174900.0,171450.0,182450.0,181700.0,179900.0,175000.0,169900.0,189900.0,189900.0,189900.0,185000.0
Crenshaw ,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134500.0,127450.0,127450.0,117449.5,119900.0,119900.0,119900.0,119900.0,117449.5,119900.0,119900.0,124500.0,130450.0,137500.0
Russell ,AL,149900.0,149900.0,149900.0,149900.0,145000.0,147700.0,148937.5,145000.0,147990.0,144900.0,145000.0,139990.0,139900.0,145495.0,144700.0,143900.0,145450.0,143900.0,139900.0,143900.0,149750.0,155000.0,159900.0,159900.0,159400.0,156529.5,156000.0,156000.0,150000.0,149900.0,139900.0,149000.0,139900.0,149000.0,144900.0,145000.0,141730.0,139961.0,145000.0,146700.0,149450.0,148900.0,137764.0,136400.0,139900.0,141700.0,137950.0,140400.0,135700.0,134900.0,137900.0,139500.0,136900.0,134500.0,139400.0,139450.0,134900.0,134900.0,129900.0,134648.5,137500.0,139900.0,137058.5,139500.0,137517.0,138950.0,143500.0,141500.0,149900.0,149000.0,144900.0,145400.0,145850.0,144900.0,142000.0,129900.0,126625.0,129900.0,129900.0,127950.0,126250.0,127950.0,125250.0,125000.0,127700.0,132900.0,135000.0,134900.0,136900.0,130000.0,133500.0,128000.0,127750.0,129900.0,129900.0,125950.0,129900.0,129900.0,129945.0,135000.0,140000.0,139900.0,139900.0,132950.0,139450.0,139900.0,141445.0,146445.0,142990.0,145000.0,148000.0,147990.0,144900.0,145000.0,149400.0,139954.5,139900.0
Dallas ,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129500.0,142000.0,124900.0,127500.0,115000.0,113500.0,127500.0,129250.0,128250.0,109900.0,109950.0,107000.0,98500.0,95000.0,98131.0,97000.0,101500.0,106500.0,99900.0,88000.0,89125.0,88500.0,89950.0,89900.0,89000.0,88250.0,91350.0,91000.0,91500.0,98000.0,99694.0,105000.0,107000.0,107429.0,99500.0,99250.0,99000.0,99000.0
